Polling Firm | Commissioners | Fieldwork Start | Fieldwork End | Scope | Sample Size | Participation | Precision | PP | PSOE | Cs | UP | ERC | Junts | EAJ-PNV | PACMA | EH Bildu | AUN | BNG | Vox | AR | CEUS | PE | Compromís | Sumar | Podemos | CUP | UPN | PRC | EV | Other
Sigma Dos | El Mundo | 2019-03-20 | 2019-03-25 | E | N/A | N/A | 0.1 | 21.8 | 29.6 | 13.8 | 12.7 | N/A | 1.0 | 1.0 | 1.0 | N/A | N/A | N/A | 9.6 | 5.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Metroscopia | Henneo | 2019-03-18 | 2019-03-25 | N | 2722 | N/A | 0.1 | 19.0 | 28.7 | 16.3 | 14.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 11.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
IMOP | El Confidencial | 2019-03-17 | 2019-03-23 | N | 1399 | N/A | 0.1 | 19.5 | 30.5 | 14.4 | 12.4 | 3.5 | 1.3 | 1.3 | 2.1 | 1.0 | N/A | N/A | 11.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
NC Report | La Razón | 2019-03-18 | 2019-03-22 | N | 1000 | N/A | 0.1 | 22.4 | 26.9 | 17.1 | 12.0 | 2.9 | 1.2 | 1.3 | N/A | 0.7 | N/A | N/A | 10.7 | N/A | N/A | N/A | 1.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
GAD3 | ABC | 2019-03-01 | 2019-03-22 | N | 7500 | N/A | 0.1 | 21.9 | 30.9 | 13.1 | 11.3 | 2.6 | 1.5 | 1.2 | N/A | 0.7 | 0.3 | N/A | 11.5 | N/A | N/A | N/A | 0.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Sondaxe | La Voz de Galicia | 2019-03-15 | 2019-03-20 | N | 1000 | N/A | 0.1 | 18.9 | 26.9 | 13.8 | 13.4 | 3.9 | 1.7 | 1.0 | N/A | 0.8 | 0.5 | N/A | 13.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
40dB | El País | 2019-03-14 | 2019-03-19 | N | 1500 | N/A | 0.1 | 19.3 | 27.1 | 17.7 | 12.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 10.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
CIS | N/A | 2019-03-01 | 2019-03-18 | N | 16194 | N/A | 0.1 | 17.2 | 30.2 | 13.6 | 12.9 | 4.5 | 1.2 | 1.3 | 1.4 | 1.1 | 0.4 | N/A | 11.9 | N/A | N/A | N/A | 0.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
NC Report | La Razón | 2019-03-11 | 2019-03-15 | N | 1000 | N/A | 0.1 | 23.2 | 26.0 | 17.8 | 14.8 | 2.8 | 1.2 | 1.1 | N/A | 0.6 | N/A | N/A | 10.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Simple Lógica | N/A | 2019-03-04 | 2019-03-13 | N | 1092 | N/A | 0.1 | 17.1 | 31.2 | 16.7 | 12.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 8.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Celeste-Tel | eldiario.es | 2019-03-08 | 2019-03-11 | N | 1100 | N/A | 0.1 | 22.8 | 25.4 | 18.1 | 14.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 9.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
SocioMétrica | El Español | 2019-03-05 | 2019-03-08 | N | 1600 | N/A | 0.1 | 17.5 | 27.6 | 17.8 | 14.1 | 3.1 | 1.5 | 1.0 | 2.0 | 0.9 | 0.2 | N/A | 12.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
GAD3 | ABC | 2019-03-04 | 2019-03-08 | N | 1000 | N/A | 0.1 | 22.1 | 30.6 | 13.2 | 11.8 | 2.8 | 1.5 | 1.2 | N/A | 0.6 | 0.2 | N/A | 12.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
InvyMark | laSexta | 2019-03-04 | 2019-03-08 | N | N/A | N/A | 0.1 | 20.4 | 25.2 | 20.3 | 13.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 11.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Sigma Dos | El Mundo | 2019-02-25 | 2019-02-28 | E | 1000 | N/A | 0.1 | 20.3 | 28.8 | 15.6 | 15.6 | N/A | 1.0 | 1.4 | 1.3 | N/A | N/A | N/A | 8.4 | 4.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Sigma Dos | El Mundo | 2019-02-19 | 2019-02-22 | N | 1200 | N/A | 0.1 | 19.1 | 27.3 | 16.0 | 14.4 | 3.2 | 1.1 | 1.2 | N/A | N/A | N/A | N/A | 13.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
GAD3 | ABC | 2019-02-18 | 2019-02-22 | N | 800 | N/A | 0.1 | 23.2 | 28.9 | 15.7 | 11.5 | 3.0 | 1.5 | 1.3 | N/A | 0.6 | 0.2 | N/A | 10.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
InvyMark | laSexta | 2019-02-18 | 2019-02-21 | N | N/A | N/A | 0.1 | 21.0 | 24.3 | 20.2 | 13.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 11.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Sondaxe | La Voz de Galicia | 2019-02-13 | 2019-02-21 | N | 1500 | N/A | 0.1 | 19.3 | 28.2 | 13.5 | 14.2 | 3.8 | 1.7 | 1.4 | N/A | 0.8 | N/A | N/A | 14.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
GESOP | El Periódico | 2019-02-13 | 2019-02-15 | N | 1000 | N/A | 0.1 | 19.9 | 27.4 | 14.5 | 13.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 13.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
SocioMétrica | El Español | 2019-02-13 | 2019-02-15 | N | 1000 | N/A | 0.1 | 18.6 | 24.3 | 18.7 | 15.2 | 3.3 | 1.3 | 1.1 | 1.9 | 0.8 | 0.3 | N/A | 11.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
GAD3 | La Vanguardia | 2019-02-12 | 2019-02-15 | N | 1200 | N/A | 0.1 | 23.6 | 28.2 | 17.1 | 12.4 | 2.8 | 1.6 | 1.2 | N/A | 0.6 | 0.3 | N/A | 8.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
NC Report | La Razón | 2019-02-11 | 2019-02-15 | N | 1000 | N/A | 0.1 | 23.6 | 24.1 | 18.9 | 16.0 | 2.8 | 1.3 | 1.1 | N/A | 0.6 | N/A | N/A | 10.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Metroscopia | Henneo | 2019-02-11 | 2019-02-13 | N | 1995 | N/A | 0.1 | 20.5 | 27.6 | 15.4 | 13.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 12.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Celeste-Tel | eldiario.es | 2019-02-04 | 2019-02-08 | N | 1100 | N/A | 0.1 | 23.1 | 23.7 | 19.2 | 15.8 | 2.8 | 1.7 | 1.2 | 1.1 | 0.8 | 0.3 | N/A | 8.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Simple Lógica | N/A | 2019-02-01 | 2019-02-08 | N | 1017 | N/A | 0.1 | 17.9 | 25.4 | 17.0 | 13.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 11.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
InvyMark | laSexta | 2019-01-28 | 2019-02-01 | N | N/A | N/A | 0.1 | 21.3 | 23.9 | 20.9 | 13.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 11.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
NC Report | La Razón | 2019-01-21 | 2019-01-25 | N | 1000 | N/A | 0.1 | 24.0 | 24.2 | 18.7 | 16.6 | 2.8 | 1.2 | 0.9 | N/A | 0.7 | N/A | N/A | 9.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
GAD3 | ABC | 2019-01-14 | 2019-01-24 | N | 1800 | N/A | 0.1 | 23.0 | 26.5 | 17.1 | 11.6 | 2.8 | 1.6 | 1.2 | N/A | 0.6 | 0.2 | N/A | 9.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
InvyMark | laSexta | 2019-01-14 | 2019-01-18 | N | N/A | N/A | 0.1 | 21.5 | 23.2 | 23.0 | 14.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 8.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Metroscopia | Henneo | 2019-01-09 | 2019-01-15 | N | 2332 | N/A | 0.1 | 19.1 | 23.7 | 17.8 | 17.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 12.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
CIS | N/A | 2019-01-01 | 2019-01-13 | N | 2989 | N/A | 0.1 | 14.9 | 29.9 | 17.7 | 15.4 | 4.7 | 1.0 | 1.3 | 1.7 | 1.1 | 0.2 | N/A | 6.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Hamalgama–Ágora Integral | N/A | 2018-12-15 | 2019-01-13 | N | N/A | N/A | 0.1 | 22.5 | 21.2 | 18.2 | 22.3 | 2.5 | 1.8 | 2.0 | N/A | 0.6 | 0.2 | N/A | 8.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Simple Lógica | N/A | 2019-01-03 | 2019-01-09 | N | 1042 | N/A | 0.1 | 18.2 | 25.1 | 17.9 | 14.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 11.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Celeste-Tel | eldiario.es | 2019-01-02 | 2019-01-08 | N | 1100 | N/A | 0.1 | 23.8 | 24.1 | 19.6 | 16.1 | 2.8 | 1.5 | 1.0 | 0.8 | 0.7 | 0.3 | N/A | 8.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
SocioMétrica | El Español | 2018-12-22 | 2019-01-05 | E | 2200 | N/A | 0.1 | 18.4 | 22.0 | 18.1 | 15.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 15.5 | 5.2 | 3.0 | 2.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
SocioMétrica | El Español | 2018-12-22 | 2019-01-05 | N | 2200 | N/A | 0.1 | 18.3 | 22.4 | 18.5 | 17.1 | 3.2 | 1.4 | 1.2 | N/A | 0.9 | 0.3 | N/A | 12.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Sigma Dos | El Mundo | 2018-12-21 | 2018-12-27 | N | 1000 | N/A | 0.1 | 19.2 | 22.6 | 18.8 | 15.8 | 3.6 | 1.0 | 1.2 | N/A | N/A | N/A | N/A | 12.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
InvyMark | laSexta | 2018-12-17 | 2018-12-21 | N | N/A | N/A | 0.1 | 21.8 | 23.5 | 22.7 | 15.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 7.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Llorente & Cuenca | N/A | 2018-12-17 | 2018-12-17 | N | N/A | N/A | 0.1 | 23.9 | 25.3 | 19.8 | 13.9 | 3.5 | 1.4 | N/A | N/A | N/A | N/A | N/A | 7.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Sigma Dos | Antena 3 | 2018-12-16 | 2018-12-16 | N | 1000 | N/A | 0.1 | 21.2 | 24.1 | 18.4 | 16.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 9.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
GAD3 | ABC | 2018-12-10 | 2018-12-14 | N | 1005 | N/A | 0.1 | 20.5 | 24.2 | 20.7 | 14.2 | 2.8 | 1.8 | 1.2 | N/A | 0.7 | 0.2 | N/A | 8.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
SocioMétrica | El Español | 2018-12-10 | 2018-12-14 | N | 900 | N/A | 0.1 | 21.6 | 22.5 | 19.0 | 17.8 | 3.1 | 1.5 | 1.2 | N/A | 0.7 | 0.4 | N/A | 8.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
NC Report | La Razón | 2018-12-05 | 2018-12-14 | N | 1000 | N/A | 0.1 | 24.4 | 24.8 | 18.0 | 17.2 | 2.8 | 1.2 | 0.9 | N/A | 0.6 | N/A | N/A | 8.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Simple Lógica | N/A | 2018-12-03 | 2018-12-14 | N | 1204 | N/A | 0.1 | 18.8 | 23.2 | 20.4 | 17.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 8.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
IMOP | El Confidencial | 2018-12-10 | 2018-12-13 | N | 1036 | N/A | 0.1 | 19.6 | 25.8 | 20.6 | 15.5 | 3.0 | 1.6 | 1.2 | 1.6 | 0.9 | N/A | N/A | 8.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Metroscopia | Henneo | 2018-12-10 | 2018-12-12 | N | 1895 | N/A | 0.1 | 18.0 | 22.2 | 20.5 | 17.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 11.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Celeste-Tel | eldiario.es | 2018-12-03 | 2018-12-11 | N | 1100 | N/A | 0.1 | 24.7 | 25.2 | 19.4 | 16.2 | 2.9 | 1.5 | 1.0 | 0.8 | 0.6 | 0.3 | 0.2 | 6.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Target Point | OKDIARIO | 2018-12-07 | 2018-12-07 | N | N/A | N/A | 0.1 | 22.8 | 24.9 | 20.6 | 17.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 5.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
InvyMark | laSexta | 2018-12-03 | 2018-12-07 | N | 1200 | N/A | 0.1 | 22.9 | 23.2 | 22.9 | 14.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 7.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
SocioMétrica | El Español | 2018-12-05 | 2018-12-05 | N | N/A | N/A | 0.1 | 20.3 | 25.0 | 18.8 | 16.0 | 3.1 | 1.5 | 1.1 | N/A | 0.7 | 0.3 | N/A | 11.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Simple Lógica | N/A | 2018-11-02 | 2018-11-14 | N | 1019 | N/A | 0.1 | 19.6 | 24.1 | 22.4 | 18.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Celeste-Tel | eldiario.es | 2018-11-05 | 2018-11-09 | N | 1100 | N/A | 0.1 | 25.8 | 26.9 | 20.4 | 17.3 | 2.8 | 1.6 | 1.0 | 0.9 | 0.7 | 0.3 | 0.2 | 1.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
NC Report | La Razón | 2018-11-05 | 2018-11-09 | N | 1000 | N/A | 0.1 | 26.3 | 26.5 | 19.9 | 17.0 | 2.9 | 1.4 | 0.9 | N/A | 0.7 | 0.3 | N/A | 2.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
InvyMark | laSexta | 2018-11-05 | 2018-11-09 | N | N/A | N/A | 0.1 | 24.2 | 25.4 | 22.7 | 17.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
GAD3 | La Vanguardia | 2018-11-02 | 2018-11-07 | N | N/A | N/A | 0.1 | 22.3 | 26.6 | 21.9 | 16.6 | 2.9 | 1.4 | 1.3 | N/A | 0.6 | 0.1 | N/A | 3.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
GESOP | El Periódico | 2018-10-22 | 2018-10-30 | N | 911 | N/A | 0.1 | 21.3 | 25.3 | 21.8 | 16.1 | 3.3 | 1.5 | N/A | N/A | N/A | N/A | N/A | 4.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
InvyMark | laSexta | 2018-10-22 | 2018-10-26 | N | N/A | N/A | 0.1 | 24.2 | 25.7 | 22.0 | 17.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Metroscopia | Henneo | 2018-10-16 | 2018-10-18 | N | 1588 | N/A | 0.1 | 22.6 | 25.2 | 19.2 | 17.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 5.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
NC Report | La Razón | 2018-10-01 | 2018-10-11 | N | 1000 | N/A | 0.1 | 26.7 | 26.8 | 19.5 | 16.8 | 3.0 | 1.4 | 1.1 | N/A | 0.7 | 0.3 | N/A | 1.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
CIS | N/A | 2018-10-01 | 2018-10-09 | N | 2973 | N/A | 0.1 | 18.2 | 31.6 | 21.0 | 17.3 | 4.3 | 1.4 | 1.0 | 1.6 | 0.8 | 0.1 | N/A | 1.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Celeste-Tel | eldiario.es | 2018-10-01 | 2018-10-05 | N | 1100 | N/A | 0.1 | 26.3 | 27.7 | 19.3 | 17.4 | 3.0 | 1.7 | 1.1 | 0.8 | 0.8 | 0.3 | 0.2 | 1.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Simple Lógica | N/A | 2018-10-01 | 2018-10-05 | N | 1055 | N/A | 0.1 | 23.8 | 25.2 | 21.6 | 17.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Simple Lógica | eldebate.es | 2018-10-02 | 2018-10-02 | N | 1000 | N/A | 0.1 | 21.2 | 25.3 | 23.1 | 15.9 | N/A | N/A | N/A | 2.2 | N/A | N/A | N/A | 2.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
InvyMark | laSexta | 2018-09-24 | 2018-09-28 | N | N/A | N/A | 0.1 | 24.6 | 24.6 | 22.3 | 17.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Metroscopia | Henneo | 2018-09-17 | 2018-09-19 | N | 1095 | N/A | 0.1 | 22.8 | 27.7 | 20.8 | 15.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Instituto DYM | El Independiente | 2018-09-17 | 2018-09-19 | N | 1017 | N/A | 0.1 | 23.4 | 26.5 | 22.7 | 16.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
InvyMark | laSexta | 2018-09-10 | 2018-09-14 | N | N/A | N/A | 0.1 | 24.1 | 25.0 | 22.1 | 18.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
IMOP | El Confidencial | 2018-09-06 | 2018-09-11 | N | 1012 | N/A | 0.1 | 20.3 | 26.5 | 23.9 | 15.4 | 2.8 | 1.5 | 1.2 | 2.1 | 0.7 | N/A | N/A | 3.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
CIS | N/A | 2018-09-01 | 2018-09-11 | N | 2972 | N/A | 0.1 | 20.8 | 30.5 | 19.6 | 16.1 | 4.1 | 1.9 | 0.9 | 1.6 | 1.1 | 0.2 | N/A | 1.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Celeste-Tel | eldiario.es | 2018-09-03 | 2018-09-07 | N | 1100 | N/A | 0.1 | 26.4 | 28.2 | 18.7 | 17.1 | 3.0 | 1.7 | 1.1 | 0.8 | 0.8 | 0.3 | 0.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Simple Lógica | N/A | 2018-09-03 | 2018-09-07 | N | 1010 | N/A | 0.1 | 21.1 | 24.8 | 23.2 | 16.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
GAD3 | ABC | 2018-09-03 | 2018-09-07 | N | 1001 | N/A | 0.1 | 25.9 | 27.0 | 20.6 | 15.9 | 2.8 | 1.9 | 1.1 | N/A | 0.7 | N/A | N/A | 1.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
NC Report | La Razón | 2018-08-27 | 2018-08-31 | N | 1000 | N/A | 0.1 | 27.5 | 27.8 | 18.8 | 16.0 | 3.0 | 1.5 | 1.1 | N/A | 0.8 | 0.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
SocioMétrica | El Español | 2018-08-22 | 2018-08-30 | N | 1200 | N/A | 0.1 | 22.6 | 25.8 | 23.1 | 16.5 | 3.0 | 1.5 | 1.3 | 1.5 | 0.7 | 0.5 | N/A | 1.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Celeste-Tel | eldiario.es | 2018-08-01 | 2018-08-07 | N | 1100 | N/A | 0.1 | 25.5 | 28.0 | 19.4 | 17.3 | 3.0 | 1.6 | 1.1 | 1.0 | 0.9 | 0.3 | 0.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Simple Lógica | N/A | 2018-08-01 | 2018-08-03 | N | 1029 | N/A | 0.1 | 24.4 | 25.5 | 23.4 | 15.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
NC Report | La Razón | 2018-07-23 | 2018-07-27 | N | 1000 | N/A | 0.1 | 26.7 | 27.4 | 19.2 | 15.8 | 3.1 | 1.5 | 1.2 | N/A | 0.8 | 0.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
InvyMark | laSexta | 2018-07-23 | 2018-07-27 | N | N/A | N/A | 0.1 | 24.4 | 26.0 | 21.1 | 18.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
GAD3 | ABC | 2018-07-24 | 2018-07-26 | N | 804 | N/A | 0.1 | 26.2 | 27.9 | 19.6 | 15.1 | 3.0 | 1.9 | 1.1 | N/A | 0.8 | 0.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Demoscopia y Servicios | OKDIARIO | 2018-07-22 | 2018-07-25 | N | 1080 | N/A | 0.1 | 27.1 | 25.3 | 20.8 | 16.8 | 2.5 | 1.8 | 1.3 | N/A | 0.7 | 0.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Metroscopia | Henneo | 2018-07-16 | 2018-07-25 | N | 2260 | N/A | 0.1 | 24.4 | 26.6 | 20.1 | 16.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
InvyMark | laSexta | 2018-07-09 | 2018-07-13 | N | N/A | N/A | 0.1 | 23.4 | 26.5 | 21.9 | 18.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Sigma Dos | El Mundo | 2018-07-09 | 2018-07-12 | N | 1000 | N/A | 0.1 | 22.3 | 26.3 | 24.2 | 16.1 | 3.2 | 1.2 | 1.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
CIS | N/A | 2018-07-01 | 2018-07-10 | N | 2485 | N/A | 0.1 | 20.4 | 29.9 | 20.4 | 15.6 | 3.9 | 1.3 | 1.2 | N/A | 0.6 | 0.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Celeste-Tel | eldiario.es | 2018-07-02 | 2018-07-06 | N | 1100 | N/A | 0.1 | 24.2 | 27.1 | 20.6 | 17.7 | 3.1 | 1.6 | 1.1 | 1.1 | 0.9 | 0.3 | 0.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Simple Lógica | N/A | 2018-07-02 | 2018-07-06 | N | 1048 | N/A | 0.1 | 18.7 | 27.2 | 26.0 | 17.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
NC Report | La Razón | 2018-06-25 | 2018-06-30 | N | 1000 | N/A | 0.1 | 25.2 | 26.3 | 20.6 | 16.2 | 3.1 | 1.4 | 1.2 | N/A | 0.8 | 0.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
SocioMétrica | El Español | 2018-06-19 | 2018-06-22 | N | 1000 | N/A | 0.1 | 19.5 | 23.9 | 25.3 | 16.9 | 2.9 | 1.3 | 1.3 | 1.6 | 0.8 | 0.5 | N/A | 2.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
